"trip_no","comparison","section_index","站间区间","区间载重(t)","载重来源","全局趟次ID","历史segment","历史来源run_id","归一化区间里程(km)","载重里程(t·km)","规划OT区间里程(km)","历史OT区间里程(km)","规划OT区间机械能(kWh)","历史OT区间机械能(kWh)","规划单位能耗[kWh/(t·km)]","历史单位能耗[kWh/(t·km)]","区间节能率(%)"
"62","standard_dp","17","民安东路-会展中心","222.83","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3348.0","0.72548","161.658708","0.724","0.724","15.74138889","12.62619444","0.0973742092","0.0781040166","-24.672473"
"62","standard_dp","18","会展中心-院士路","219.42","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3349.0","1.55234","340.614443","1.562","1.5619","15.06847222","15.24166667","0.0442390877","0.0447475643","1.136322"
"62","standard_dp","19","院士路-盎孟港","217.42","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3350.0","0.99517","216.369861","0.994","0.994","16.76019444","17.23133333","0.0774608549","0.079638325","2.734199"
"62","standard_dp","20","盎孟港-三官堂","216.14","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3351.0","1.87885","406.094639","1.876","1.876","16.83772222","17.37413889","0.0414625573","0.0427834727","3.087443"
"62","standard_dp","21","三官堂-兴庄路","215.64","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3352.0","1.08034","232.964518","1.082","1.082","11.866","11.80711111","0.0509347952","0.0506820147","-0.498758"
"62","standard_dp","22","兴庄路-兴海南路","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3353.0","0.95871","206.544482","0.958","0.958","16.23463889","13.90111111","0.0786011744","0.0673032315","-16.786628"
"62","standard_dp","23","兴海南路-梅堰","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3354.0","0.83429","179.739438","0.833","0.833","11.60491667","12.49625","0.0645652219","0.0695242523","7.132807"
"62","standard_dp","24","梅堰-永茂路","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","48.0","3355.0","3.67695","792.162108","3.676","3.6759","29.19633333","29.81761111","0.0368565134","0.0376407945","2.083593"
"62","standard_dp","25","永茂路-镇海大道","215.34","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3356.0","2.13333","459.391282","2.1311","2.1312","15.94719444","15.21577778","0.0347137507","0.0331216076","-4.806962"
"62","standard_dp","26","镇海大道-骆驼桥","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3357.0","1.5977","344.208488","1.5929","1.593","18.28894444","17.91322222","0.0531333337","0.0520417795","-2.097457"
"62","dwell5_dp","1","布政-张家潭","215.34","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3332.0","1.4283","307.570122","1.428","1.428","13.42766667","13.97380556","0.0436572531","0.0454329096","3.908305"
"62","dwell5_dp","2","张家潭-同德路","215.64","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3333.0","2.02105","435.819222","2.017","2.017","16.61519444","16.53180556","0.0381240515","0.0379327132","-0.504415"
"62","dwell5_dp","3","同德路-石碶","217.72","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3334.0","1.33235","290.079242","1.331","1.331","12.98697222","14.49463889","0.0447704294","0.0499678598","10.401547"
"62","dwell5_dp","4","石碶-雅渡","224.8","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3335.0","0.82744","186.008512","0.827","0.827","10.40377778","12.23275","0.0559317295","0.0657644635","14.95144"
"62","dwell5_dp","5","雅渡-庙堰","227.9","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3336.0","1.86106","424.135574","1.86","1.86","22.46877778","21.67758333","0.0529754615","0.0511100334","-3.649828"
"62","dwell5_dp","6","庙堰-钟公庙","229.5","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3337.0","1.0875","249.58125","1.086","1.086","13.45327778","14.80677778","0.0539033993","0.059326483","9.141084"
"62","dwell5_dp","7","钟公庙-鄞州区政府","231.1","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3338.0","0.98469","227.561859","0.984","0.984","8.89702778","13.13011111","0.0390971836","0.0576990853","32.239509"
"62","dwell5_dp","8","鄞州区政府-钱湖南路","224.5","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3339.0","1.81245","406.895025","1.811","1.811","16.57766667","18.07591667","0.040741876","0.0444240297","8.288653"
"62","dwell5_dp","9","钱湖南路-南高教园区","223.6","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3340.0","1.16947","261.493492","1.155","1.155","14.18558333","15.63269444","0.0542483227","0.0597823461","9.256953"
"62","dwell5_dp","10","南高教园区-下应路","225.1","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3341.0","1.45252","326.962252","1.452","1.452","17.92294444","19.37958333","0.0548165555","0.059271623","7.516358"
"62","dwell5_dp","11","下应路-大洋江","226.59","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3342.0","1.21385","275.046271","1.214","1.214","11.51797222","13.27077778","0.0418764892","0.0482492553","13.208009"
"62","dwell5_dp","12","大洋江-泗港","225.4","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3343.0","0.95885","216.12479","0.958","0.958","11.42627778","12.26033333","0.0528688901","0.0567280289","6.802878"
"62","dwell5_dp","13","泗港-曹隘","224.8","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3344.0","1.79949","404.525352","1.798","1.7979","23.44455556","24.39847222","0.0579557139","0.0603138273","3.909739"
"62","dwell5_dp","14","曹隘-柳隘","228.3","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3345.0","1.30784","298.579872","1.308","1.3081","16.82925","21.35169444","0.0563643151","0.0715108299","21.180729"
"62","dwell5_dp","15","柳隘-海晏北路","229.5","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3346.0","0.98117","225.178515","0.98","0.98","12.10655556","14.69219444","0.053764257","0.0652468751","17.598725"
"62","dwell5_dp","16","海晏北路-民安东路","231.7","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3347.0","0.86552","200.540984","0.866","0.866","14.28238889","15.8075","0.0712193019","0.0788242866","9.648022"
"62","dwell5_dp","17","民安东路-会展中心","222.83","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3348.0","0.72548","161.658708","0.724","0.724","10.31280556","12.62619444","0.0637936902","0.0781040166","18.322139"
"62","dwell5_dp","18","会展中心-院士路","219.42","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3349.0","1.55234","340.614443","1.5619","1.5619","15.06847222","15.24166667","0.0442390877","0.0447475643","1.136322"
"62","dwell5_dp","19","院士路-盎孟港","217.42","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3350.0","0.99517","216.369861","0.9941","0.994","16.75994444","17.23133333","0.0774596995","0.079638325","2.73565"
"62","dwell5_dp","20","盎孟港-三官堂","216.14","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3351.0","1.87885","406.094639","1.8759","1.876","16.83766667","17.37413889","0.0414624205","0.0427834727","3.087763"
"62","dwell5_dp","21","三官堂-兴庄路","215.64","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3352.0","1.08034","232.964518","1.082","1.082","11.86597222","11.80711111","0.050934676","0.0506820147","-0.498523"
"62","dwell5_dp","22","兴庄路-兴海南路","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3353.0","0.95871","206.544482","0.958","0.958","16.23463889","13.90111111","0.0786011744","0.0673032315","-16.786628"
"62","dwell5_dp","23","兴海南路-梅堰","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3354.0","0.83429","179.739438","0.833","0.833","11.60491667","12.49625","0.0645652219","0.0695242523","7.132807"
"62","dwell5_dp","24","梅堰-永茂路","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","48.0","3355.0","3.67695","792.162108","3.676","3.6759","29.19633333","29.81761111","0.0368565134","0.0376407945","2.083593"
"62","dwell5_dp","25","永茂路-镇海大道","215.34","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3356.0","2.13333","459.391282","2.1311","2.1312","15.94719444","15.21577778","0.0347137507","0.0331216076","-4.806962"
"62","dwell5_dp","26","镇海大道-骆驼桥","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3357.0","1.5977","344.208488","1.593","1.593","18.28894444","17.91322222","0.0531333337","0.0520417795","-2.097457"
"62","energy_first","1","布政-张家潭","215.34","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3332.0","1.4283","307.570122","1.428","1.428","13.42766667","13.97380556","0.0436572531","0.0454329096","3.908305"
"62","energy_first","2","张家潭-同德路","215.64","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3333.0","2.02105","435.819222","2.017","2.017","18.08505556","16.53180556","0.0414966909","0.0379327132","-9.395525"
"62","energy_first","3","同德路-石碶","217.72","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3334.0","1.33235","290.079242","1.331","1.331","12.98694444","14.49463889","0.0447703336","0.0499678598","10.401739"
"62","energy_first","4","石碶-雅渡","224.8","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3335.0","0.82744","186.008512","0.827","0.827","10.40377778","12.23275","0.0559317295","0.0657644635","14.95144"
"62","energy_first","5","雅渡-庙堰","227.9","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3336.0","1.86106","424.135574","1.86","1.86","21.61761111","21.67758333","0.0509686346","0.0511100334","0.276655"
"62","energy_first","6","庙堰-钟公庙","229.5","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3337.0","1.0875","249.58125","1.086","1.086","13.45327778","14.80677778","0.0539033993","0.059326483","9.141084"
"62","energy_first","7","钟公庙-鄞州区政府","231.1","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3338.0","0.98469","227.561859","0.984","0.984","11.65127778","13.13011111","0.051200486","0.0576990853","11.262916"
"62","energy_first","8","鄞州区政府-钱湖南路","224.5","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3339.0","1.81245","406.895025","1.811","1.811","18.25538889","18.07591667","0.0448651071","0.0444240297","-0.99288"
"62","energy_first","9","钱湖南路-南高教园区","223.6","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3340.0","1.16947","261.493492","1.155","1.155","14.18561111","15.63269444","0.0542484289","0.0597823461","9.256775"
"62","energy_first","10","南高教园区-下应路","225.1","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3341.0","1.45252","326.962252","1.452","1.452","19.94530556","19.37958333","0.0610018601","0.059271623","-2.919166"
"62","energy_first","11","下应路-大洋江","226.59","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3342.0","1.21385","275.046271","1.214","1.214","13.06283333","13.27077778","0.0474932209","0.0482492553","1.566935"
"62","energy_first","12","大洋江-泗港","225.4","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3343.0","0.95885","216.12479","0.958","0.958","11.42627778","12.26033333","0.0528688901","0.0567280289","6.802878"
"62","energy_first","13","泗港-曹隘","224.8","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3344.0","1.79949","404.525352","1.798","1.7979","23.44455556","24.39847222","0.0579557139","0.0603138273","3.909739"
"62","energy_first","14","曹隘-柳隘","228.3","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3345.0","1.30784","298.579872","1.308","1.3081","16.82925","21.35169444","0.0563643151","0.0715108299","21.180729"
"62","energy_first","15","柳隘-海晏北路","229.5","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3346.0","0.98117","225.178515","0.98","0.98","12.10652778","14.69219444","0.0537641337","0.0652468751","17.598914"
"62","energy_first","16","海晏北路-民安东路","231.7","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","61.0","3347.0","0.86552","200.540984","0.866","0.866","14.28238889","15.8075","0.0712193019","0.0788242866","9.648022"
"62","energy_first","17","民安东路-会展中心","222.83","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3348.0","0.72548","161.658708","0.724","0.724","7.48730556","12.62619444","0.0463155102","0.0781040166","40.70022"
"62","energy_first","18","会展中心-院士路","219.42","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3349.0","1.55234","340.614443","1.562","1.5619","15.06847222","15.24166667","0.0442390877","0.0447475643","1.136322"
"62","energy_first","19","院士路-盎孟港","217.42","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3350.0","0.99517","216.369861","0.994","0.994","16.75994444","17.23133333","0.0774596995","0.079638325","2.73565"
"62","energy_first","20","盎孟港-三官堂","216.14","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3351.0","1.87885","406.094639","1.876","1.876","16.83772222","17.37413889","0.0414625573","0.0427834727","3.087443"
"62","energy_first","21","三官堂-兴庄路","215.64","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3352.0","1.08034","232.964518","1.082","1.082","15.01113889","11.80711111","0.0644353013","0.0506820147","-27.136424"
"62","energy_first","22","兴庄路-兴海南路","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3353.0","0.95871","206.544482","0.958","0.958","16.23463889","13.90111111","0.0786011744","0.0673032315","-16.786628"
"62","energy_first","23","兴海南路-梅堰","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3354.0","0.83429","179.739438","0.833","0.833","11.60491667","12.49625","0.0645652219","0.0695242523","7.132807"
"62","energy_first","24","梅堰-永茂路","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","48.0","3355.0","3.67695","792.162108","3.676","3.6759","29.19633333","29.81761111","0.0368565134","0.0376407945","2.083593"
"62","energy_first","25","永茂路-镇海大道","215.34","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3356.0","2.13333","459.391282","2.1311","2.1312","15.94719444","15.21577778","0.0347137507","0.0331216076","-4.806962"
"62","energy_first","26","镇海大道-骆驼桥","215.44","traceable_standard_plan_MASS","UP062_20240715_081635_R3332","60.0","3357.0","1.5977","344.208488","1.593","1.593","18.28894444","17.91322222","0.0531333337","0.0520417795","-2.097457"
"67","standard_dp","1","布政-张家潭","215.34","traceable_standard_plan_MASS","UP067_20240716_074738_R3654","66.0","3654.0","1.42836","307.583042","1.428","1.428","13.42766667","13.00186111","0.0436554192","0.0422710596","-3.274958"
"67","standard_dp","2","张家潭-同德路","215.84","traceable_standard_plan_MASS","UP067_20240716_074738_R3654","66.0","3655.0","2.02109","436.232066","2.017","2.017","16.3465","16.33122222","0.0374720276","0.0374370055","-0.09355"
"67","standard_dp","3","同德路-石碶","216.72","traceable_standard_plan_MASS","UP067_20240716_074738_R3654","66.0","3656.0","1.33056","288.358963","1.331","1.331","12.78558333","14.50680556","0.0443391223","0.0503081485","11.864929"
"67","standard_dp","4","石碶-雅渡","224.8","traceable_standard_plan_MASS","UP067_20240716_074738_R3654","66.0","3657.0","0.82749","186.019752","0.827","0.827","10.18033333","12.18019444","0.0547271632","0.065477963","16.418959"
"67","standard_dp","5","雅渡-庙堰","229.2","traceable_standard_plan_MASS","UP067_20240716_074738_R3654","66.0","3658.0","1.86123","426.593916","1.86","1.86","21.83825","21.70263889","0.0511921272","0.0508742344","-0.62486"
"67","standard_dp","6","庙堰-钟公庙","232.0","traceable_standard_plan_MASS","UP067_20240716_074738_R3654","66.0","3659.0","1.0876","252.3232","1.086","1.086","13.52516667","14.9195","0.0536025489","0.0591285304","9.345711"
